type,id,gebaseerd_op,merk,model,uitvoering,kleur,bouwjaar,carrosserie,brandstof,transmissie,zitplaatsen,deuren,vermogen_pk,verbruik_l_100km,actieradius_km,bagageruimte_liter,kilometerstand,aantal_vorige_eigenaren,conditie,aanschafprijs,marge_percentage,airconditioning,cruise_control,apple_carplay_android_auto,navigatiesysteem,parkeersensoren_achter,achteruitrijcamera,stoelverwarming,led_koplampen,keyless_entry,lane_assist,parkeersensoren_voor,adaptive_cruise_control,trekhaak,elektrische_achterklep,panoramadak,camera_360_graden,aantal_opties,opties_lijst,lease_24m_10000km,lease_24m_15000km,lease_24m_20000km,lease_24m_25000km,lease_24m_30000km,lease_36m_10000km,lease_36m_15000km,lease_36m_20000km,lease_36m_25000km,lease_36m_30000km,lease_48m_10000km,lease_48m_15000km,lease_48m_20000km,lease_48m_25000km,lease_48m_30000km,lease_60m_10000km,lease_60m_15000km,lease_60m_20000km,lease_60m_25000km,lease_60m_30000km
Nieuw,bmw-x1-xdrive25e-017,,BMW,X1,xDrive25e,Wit,2026,SUV,PHEV,Automaat,5,5,245,51,,500,0,0,Nieuw,63790,10,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,11,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, stoelverwarming, led koplampen, keyless entry, lane assist, parkeersensoren voor, airconditioning, cruise control, apple carplay android auto",924.0,967.86,1011.71,1055.57,1099.43,901.09,944.94,988.79,1032.65,1076.5,889.63,933.48,977.34,1021.2,1065.05,882.75,926.61,970.46,1014.32,1058.18
Nieuw,bmw-x3-xdrive20-001,,BMW,X3,xDrive20,Rood metallic,2026,SUV,Diesel,Handgeschakeld,5,5,197,5.4,,500,0,0,Nieuw,65840,10,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,4,"achteruitrijcamera, airconditioning, cruise control, apple carplay android auto",948.7,993.96,1039.23,1084.49,1129.76,925.77,971.04,1016.3,1061.57,1106.83,914.32,959.59,1004.85,1050.12,1095.38,907.45,952.71,997.98,1043.24,1088.51
Nieuw,bmw-x3-xdrive20-002,,BMW,X3,xDrive20,Zilver metallic,2026,SUV,Diesel,Handgeschakeld,5,5,197,5.4,,500,0,0,Nieuw,67040,10,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,5,"navigatiesysteem, achteruitrijcamera, airconditioning, cruise control, apple carplay android auto",963.15,1009.24,1055.33,1101.42,1147.51,940.23,986.32,1032.4,1078.5,1124.59,928.77,974.86,1020.95,1067.04,1113.13,921.9,967.99,1014.08,1060.17,1106.26
Nieuw,bmw-x3-xdrive20-003,,BMW,X3,xDrive20,Blauw metallic,2026,SUV,Diesel,Handgeschakeld,5,5,197,5.4,,500,0,0,Nieuw,69890,10,True,True,True,True,True,True,True,False,False,False,True,True,False,True,False,False,10,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, stoelverwarming, parkeersensoren voor, adaptive cruise control, elektrische achterklep, airconditioning, cruise control, apple carplay android auto",997.48,1045.53,1093.58,1141.62,1189.67,974.56,1022.6,1070.65,1118.71,1166.76,963.11,1011.15,1059.2,1107.25,1155.3,956.23,1004.28,1052.33,1100.37,1148.42
Nieuw,bmw-x3-xdrive20-004,,BMW,X3,xDrive20,Blauw metallic,2026,SUV,Diesel,Handgeschakeld,5,5,197,5.4,,500,0,0,Nieuw,70640,10,True,True,True,True,True,False,True,True,False,True,False,True,True,False,False,False,10,"navigatiesysteem, parkeersensoren achter, stoelverwarming, led koplampen, lane assist, adaptive cruise control, trekhaak, airconditioning, cruise control, apple carplay android auto",1006.51,1055.08,1103.64,1152.21,1200.77,983.59,1032.15,1080.72,1129.28,1177.85,972.14,1020.7,1069.27,1117.83,1166.4,965.26,1013.83,1062.39,1110.96,1159.52
Nieuw,bmw-x3-xdrive20-005,,BMW,X3,xDrive20,Grijs metallic,2026,SUV,Diesel,Handgeschakeld,5,5,197,5.4,,500,0,0,Nieuw,69090,10,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,8,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, led koplampen, lane assist, airconditioning, cruise control, apple carplay android auto",987.84,1035.34,1082.84,1130.34,1177.84,964.92,1012.42,1059.92,1107.43,1154.92,953.47,1000.97,1048.47,1095.96,1143.46,946.59,994.09,1041.59,1089.09,1136.59
Nieuw,bmw-x3-xdrive20-006,,BMW,X3,xDrive20,Grijs metallic,2026,SUV,Diesel,Handgeschakeld,5,5,197,5.4,,500,0,0,Nieuw,67990,10,True,True,True,True,True,False,True,False,False,False,False,False,True,False,False,False,7,"navigatiesysteem, parkeersensoren achter, stoelverwarming, trekhaak, airconditioning, cruise control, apple carplay android auto",974.59,1021.33,1068.08,1114.82,1161.57,951.68,998.42,1045.15,1091.9,1138.64,940.21,986.95,1033.7,1080.44,1127.19,933.34,980.08,1026.83,1073.57,1120.32
Nieuw,bmw-x3-xdrive20-007,,BMW,X3,xDrive20,Zilver metallic,2026,SUV,Diesel,Handgeschakeld,5,5,197,5.4,,500,0,0,Nieuw,71190,10,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,12,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, stoelverwarming, led koplampen, keyless entry, lane assist, parkeersensoren voor, camera 360 graden, airconditioning, cruise control, apple carplay android auto",1013.13,1062.07,1111.02,1159.96,1208.91,990.22,1039.16,1088.1,1137.05,1185.99,978.76,1027.7,1076.65,1125.59,1174.54,971.88,1020.82,1069.77,1118.71,1167.66
Nieuw,bmw-x3-xdrive20-008,,BMW,X3,xDrive20,Rood metallic,2026,SUV,Diesel,Handgeschakeld,5,5,197,5.4,,500,0,0,Nieuw,68590,10,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,8,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, stoelverwarming, lane assist, airconditioning, cruise control, apple carplay android auto",981.82,1028.97,1076.13,1123.29,1170.44,958.9,1006.06,1053.21,1100.36,1147.52,947.44,994.6,1041.76,1088.91,1136.07,940.57,987.72,1034.88,1082.04,1129.19
Nieuw,bmw-ix1-edrive20-001,,BMW,iX1,eDrive20,Grijs metallic,2026,SUV,Elektrisch,Automaat,5,5,204,,440,500,0,0,Nieuw,59840,10,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,5,"parkeersensoren achter, led koplampen, trekhaak, airconditioning, apple carplay android auto",876.43,917.57,958.71,999.85,1040.99,853.5,894.64,935.78,976.92,1018.06,842.05,883.19,924.33,965.47,1006.61,835.18,876.32,917.46,958.6,999.74
Nieuw,bmw-ix1-edrive20-002,,BMW,iX1,eDrive20,Grijs metallic,2026,SUV,Elektrisch,Automaat,5,5,204,,440,500,0,0,Nieuw,64540,10,True,True,True,True,False,True,True,True,True,False,True,False,False,False,True,True,11,"navigatiesysteem, achteruitrijcamera, stoelverwarming, led koplampen, keyless entry, parkeersensoren voor, panoramadak, camera 360 graden, airconditioning, cruise control, apple carplay android auto",933.03,977.4,1021.78,1066.15,1110.52,910.12,954.49,998.86,1043.23,1087.6,898.66,943.03,987.4,1031.78,1076.14,891.78,936.15,980.53,1024.9,1069.27
Nieuw,bmw-ix1-edrive20-003,,BMW,iX1,eDrive20,Zwart,2026,SUV,Elektrisch,Automaat,5,5,204,,440,500,0,0,Nieuw,62740,10,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,11,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, stoelverwarming, led koplampen, keyless entry, parkeersensoren voor, trekhaak, airconditioning, cruise control, apple carplay android auto",911.35,954.49,997.62,1040.75,1083.89,888.44,931.57,974.7,1017.84,1060.97,876.98,920.12,963.25,1006.38,1049.51,870.1,913.24,956.37,999.5,1042.64
Nieuw,bmw-ix1-edrive20-004,,BMW,iX1,eDrive20,Bruin metallic,2026,SUV,Elektrisch,Automaat,5,5,204,,440,500,0,0,Nieuw,60690,10,True,True,True,False,True,False,True,False,False,True,True,False,False,True,False,False,8,"parkeersensoren achter, stoelverwarming, lane assist, parkeersensoren voor, elektrische achterklep, airconditioning, cruise control, apple carplay android auto",886.67,928.39,970.11,1011.84,1053.56,863.74,905.47,947.19,988.92,1030.65,852.29,894.01,935.74,977.46,1019.18,845.42,887.14,928.86,970.59,1012.31
Nieuw,bmw-ix1-edrive20-005,,BMW,iX1,eDrive20,Wit,2026,SUV,Elektrisch,Automaat,5,5,204,,440,500,0,0,Nieuw,60140,10,True,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,6,"navigatiesysteem, led koplampen, parkeersensoren voor, airconditioning, cruise control, apple carplay android auto",880.03,921.38,962.73,1004.08,1045.42,857.12,898.47,939.81,981.16,1022.5,845.66,887.01,928.36,969.71,1011.04,838.78,880.13,921.48,962.83,1004.17
Nieuw,bmw-ix1-edrive20-006,,BMW,iX1,eDrive20,Blauw metallic,2026,SUV,Elektrisch,Automaat,5,5,204,,440,500,0,0,Nieuw,58790,10,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,4,"parkeersensoren achter, airconditioning, cruise control, apple carplay android auto",863.78,904.19,944.61,985.03,1025.45,840.86,881.28,921.69,962.12,1002.53,829.4,869.81,910.24,950.65,991.08,822.53,862.94,903.36,943.78,984.2
Nieuw,bmw-ix1-edrive20-007,,BMW,iX1,eDrive20,Rood metallic,2026,SUV,Elektrisch,Automaat,5,5,204,,440,500,0,0,Nieuw,60090,10,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,6,"parkeersensoren achter, stoelverwarming, led koplampen, airconditioning, cruise control, apple carplay android auto",879.44,920.74,962.06,1003.37,1044.68,856.52,897.83,939.14,980.45,1021.77,845.06,886.37,927.69,968.99,1010.31,838.19,879.49,920.81,962.12,1003.43
Nieuw,bmw-ix1-edrive20-008,,BMW,iX1,eDrive20,Groen metallic,2026,SUV,Elektrisch,Automaat,5,5,204,,440,500,0,0,Nieuw,64990,10,True,False,True,True,True,True,False,True,False,True,False,True,False,False,True,True,10,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, led koplampen, lane assist, adaptive cruise control, panoramadak, camera 360 graden, airconditioning, apple carplay android auto",938.45,983.14,1027.82,1072.5,1117.18,915.54,960.22,1004.89,1049.58,1094.26,904.08,948.76,993.44,1038.12,1082.81,897.2,941.89,986.57,1031.25,1075.93
Nieuw,bmw-ix1-edrive20-009,,BMW,iX1,eDrive20,Zilver metallic,2026,SUV,Elektrisch,Automaat,5,5,204,,440,500,0,0,Nieuw,61490,10,True,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,8,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, keyless entry, parkeersensoren voor, airconditioning, cruise control, apple carplay android auto",896.3,938.58,980.85,1023.12,1065.39,873.38,915.65,957.92,1000.21,1042.48,861.93,904.2,946.47,988.75,1031.02,855.05,897.33,939.6,981.87,1024.14
Nieuw,bmw-ix1-edrive20-010,,BMW,iX1,eDrive20,Blauw metallic,2026,SUV,Elektrisch,Automaat,5,5,204,,440,500,0,0,Nieuw,60090,10,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,5,"navigatiesysteem, parkeersensoren achter, keyless entry, airconditioning, apple carplay android auto",879.44,920.74,962.06,1003.37,1044.68,856.52,897.83,939.14,980.45,1021.77,845.06,886.37,927.69,968.99,1010.31,838.19,879.49,920.81,962.12,1003.43
Nieuw,bmw-ix1-edrive20-011,,BMW,iX1,eDrive20,Blauw metallic,2026,SUV,Elektrisch,Automaat,5,5,204,,440,500,0,0,Nieuw,60940,10,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,7,"navigatiesysteem, parkeersensoren achter, stoelverwarming, keyless entry, airconditioning, cruise control, apple carplay android auto",889.67,931.57,973.47,1015.37,1057.25,866.76,908.65,950.54,992.44,1034.34,855.29,897.19,939.09,980.99,1022.88,848.42,890.32,932.22,974.12,1016.0
Nieuw,bmw-ix1-edrive20-012,,BMW,iX1,eDrive20,Groen metallic,2026,SUV,Elektrisch,Automaat,5,5,204,,440,500,0,0,Nieuw,62290,10,True,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,8,"navigatiesysteem, parkeersensoren achter, stoelverwarming, parkeersensoren voor, panoramadak, airconditioning, cruise control, apple carplay android auto",905.94,948.76,991.58,1034.41,1077.23,883.01,925.84,968.66,1011.49,1054.32,871.56,914.39,957.21,1000.03,1042.86,864.69,907.51,950.33,993.16,1035.98
Nieuw,bmw-ix1-edrive20-013,,BMW,iX1,eDrive20,Groen metallic,2026,SUV,Elektrisch,Automaat,5,5,204,,440,500,0,0,Nieuw,63690,10,True,True,True,True,True,True,True,False,False,True,False,False,True,False,True,False,10,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, stoelverwarming, lane assist, trekhaak, panoramadak, airconditioning, cruise control, apple carplay android auto",922.8,966.58,1010.37,1054.15,1097.94,899.88,943.67,987.45,1031.24,1075.03,888.43,932.21,976.0,1019.78,1063.57,881.55,925.33,969.12,1012.9,1056.69
Nieuw,bmw-ix1-edrive20-014,,BMW,iX1,eDrive20,Bruin metallic,2026,SUV,Elektrisch,Automaat,5,5,204,,440,500,0,0,Nieuw,64590,10,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,12,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, stoelverwarming, led koplampen, keyless entry, lane assist, adaptive cruise control, elektrische achterklep, airconditioning, cruise control, apple carplay android auto",933.64,978.04,1022.45,1066.86,1111.26,910.72,955.13,999.53,1043.93,1088.34,899.26,943.67,988.08,1032.48,1076.89,892.39,936.79,981.2,1025.61,1070.01
Nieuw,bmw-ix1-edrive20-015,,BMW,iX1,eDrive20,Zilver metallic,2026,SUV,Elektrisch,Automaat,5,5,204,,440,500,0,0,Nieuw,60790,10,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,6,"navigatiesysteem, stoelverwarming, led koplampen, airconditioning, cruise control, apple carplay android auto",887.87,929.65,971.45,1013.24,1055.04,864.95,906.74,948.53,990.33,1032.12,853.49,895.28,937.08,978.87,1020.67,846.62,888.4,930.2,971.99,1013.79
Nieuw,bmw-ix1-edrive20-016,,BMW,iX1,eDrive20,Grijs metallic,2026,SUV,Elektrisch,Automaat,5,5,204,,440,500,0,0,Nieuw,61790,10,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,7,"navigatiesysteem, achteruitrijcamera, lane assist, adaptive cruise control, airconditioning, cruise control, apple carplay android auto",899.91,942.39,984.87,1027.36,1069.84,877.0,919.48,961.95,1004.43,1046.91,865.54,908.02,950.5,992.98,1035.46,858.66,901.14,943.62,986.11,1028.59
Nieuw,bmw-ix1-edrive20-017,,BMW,iX1,eDrive20,Zilver metallic,2026,SUV,Elektrisch,Automaat,5,5,204,,440,500,0,0,Nieuw,59590,10,True,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,6,"parkeersensoren achter, stoelverwarming, parkeersensoren voor, airconditioning, cruise control, apple carplay android auto",873.41,914.38,955.35,996.31,1037.29,850.5,891.46,932.43,973.4,1014.37,839.04,880.0,920.98,961.94,1002.91,832.16,873.13,914.1,955.06,996.04
Nieuw,mercedes-benz-a-klasse-business-solution-001,,Mercedes-Benz,A-Klasse,Business Solution,Zilver metallic,2026,Hatchback,Benzine,Handgeschakeld,5,5,136,5.9,,350,0,0,Nieuw,47340,10,True,True,True,False,True,False,True,False,False,True,False,False,False,False,True,False,7,"parkeersensoren achter, stoelverwarming, lane assist, panoramadak, airconditioning, cruise control, apple carplay android auto",725.86,758.41,790.96,823.5,856.04,702.94,735.49,768.03,800.58,833.13,691.48,724.03,756.58,789.13,821.67,684.61,717.16,749.71,782.25,814.79
Nieuw,mercedes-benz-a-klasse-business-solution-002,,Mercedes-Benz,A-Klasse,Business Solution,Zwart,2026,Hatchback,Benzine,Handgeschakeld,5,5,136,5.9,,350,0,0,Nieuw,48290,10,True,True,True,False,False,False,False,True,True,False,False,True,True,False,True,False,8,"led koplampen, keyless entry, adaptive cruise control, trekhaak, panoramadak, airconditioning, cruise control, apple carplay android auto",737.31,770.51,803.7,836.9,870.1,714.38,747.58,780.78,813.99,847.19,702.93,736.13,769.33,802.53,835.73,696.06,729.26,762.45,795.65,828.85
Nieuw,mercedes-benz-a-klasse-business-solution-003,,Mercedes-Benz,A-Klasse,Business Solution,Zilver metallic,2026,Hatchback,Benzine,Handgeschakeld,5,5,136,5.9,,350,0,0,Nieuw,45640,10,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,6,"achteruitrijcamera, stoelverwarming, parkeersensoren voor, airconditioning, cruise control, apple carplay android auto",705.39,736.76,768.14,799.51,830.9,682.46,713.85,745.22,776.6,807.97,671.01,702.38,733.77,765.14,796.52,664.14,695.51,726.89,758.26,789.65
Nieuw,mercedes-benz-a-klasse-business-solution-004,,Mercedes-Benz,A-Klasse,Business Solution,Bruin metallic,2026,Hatchback,Benzine,Handgeschakeld,5,5,136,5.9,,350,0,0,Nieuw,46690,10,True,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,6,"stoelverwarming, led koplampen, adaptive cruise control, airconditioning, cruise control, apple carplay android auto",718.04,750.13,782.23,814.33,846.43,695.11,727.21,759.31,791.42,823.51,683.66,715.76,747.86,779.96,812.05,676.79,708.88,740.98,773.08,805.18
Nieuw,mercedes-benz-a-klasse-business-solution-005,,Mercedes-Benz,A-Klasse,Business Solution,Zwart,2026,Hatchback,Benzine,Handgeschakeld,5,5,136,5.9,,350,0,0,Nieuw,47990,10,True,True,True,True,True,True,True,False,False,False,False,True,True,False,False,False,9,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, stoelverwarming, adaptive cruise control, trekhaak, airconditioning, cruise control, apple carplay android auto",733.69,766.68,799.68,832.67,865.67,710.78,743.76,776.75,809.75,842.74,699.31,732.3,765.3,798.29,831.29,692.44,725.43,758.43,791.42,824.42
Nieuw,mercedes-benz-a-klasse-business-solution-006,,Mercedes-Benz,A-Klasse,Business Solution,Rood metallic,2026,Hatchback,Benzine,Handgeschakeld,5,5,136,5.9,,350,0,0,Nieuw,48090,10,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,9,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, stoelverwarming, keyless entry, trekhaak, airconditioning, cruise control, apple carplay android auto",734.9,767.95,801.02,834.08,867.14,711.98,745.04,778.1,811.16,844.23,700.52,733.58,766.65,799.7,832.77,693.65,726.7,759.77,792.83,825.89
Nieuw,mercedes-benz-a-klasse-business-solution-007,,Mercedes-Benz,A-Klasse,Business Solution,Zilver metallic,2026,Hatchback,Benzine,Handgeschakeld,5,5,136,5.9,,350,0,0,Nieuw,46540,10,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,6,"navigatiesysteem, parkeersensoren achter, keyless entry, airconditioning, cruise control, apple carplay android auto",716.22,748.22,780.22,812.22,844.21,693.31,725.31,757.3,789.29,821.29,681.85,713.85,745.84,777.84,809.83,674.97,706.97,738.97,770.97,802.96
Nieuw,mercedes-benz-a-klasse-business-solution-008,,Mercedes-Benz,A-Klasse,Business Solution,Grijs metallic,2026,Hatchback,Benzine,Handgeschakeld,5,5,136,5.9,,350,0,0,Nieuw,48090,10,True,True,True,True,True,False,False,True,True,True,False,False,False,False,False,False,8,"navigatiesysteem, parkeersensoren achter, led koplampen, keyless entry, lane assist, airconditioning, cruise control, apple carplay android auto",734.9,767.95,801.02,834.08,867.14,711.98,745.04,778.1,811.16,844.23,700.52,733.58,766.65,799.7,832.77,693.65,726.7,759.77,792.83,825.89
Nieuw,mercedes-benz-a-klasse-business-solution-009,,Mercedes-Benz,A-Klasse,Business Solution,Rood metallic,2026,Hatchback,Benzine,Handgeschakeld,5,5,136,5.9,,350,0,0,Nieuw,48040,10,True,True,False,False,False,True,True,True,False,True,True,False,False,True,False,True,9,"achteruitrijcamera, stoelverwarming, led koplampen, lane assist, parkeersensoren voor, elektrische achterklep, camera 360 graden, airconditioning, cruise control",734.29,767.32,800.35,833.37,866.4,711.37,744.4,777.43,810.46,843.48,699.92,732.94,765.97,799.0,832.03,693.04,726.07,759.1,792.12,825.15
Nieuw,mercedes-benz-a-klasse-business-solution-010,,Mercedes-Benz,A-Klasse,Business Solution,Groen metallic,2026,Hatchback,Benzine,Handgeschakeld,5,5,136,5.9,,350,0,0,Nieuw,45790,10,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,5,"stoelverwarming, adaptive cruise control, airconditioning, cruise control, apple carplay android auto",707.19,738.67,770.15,801.64,833.12,684.28,715.76,747.23,778.71,810.19,672.82,704.3,735.78,767.26,798.74,665.94,697.42,728.9,760.39,791.87
Nieuw,mercedes-benz-a-klasse-business-solution-011,,Mercedes-Benz,A-Klasse,Business Solution,Bruin metallic,2026,Hatchback,Benzine,Handgeschakeld,5,5,136,5.9,,350,0,0,Nieuw,50740,10,True,True,True,True,True,False,True,True,True,True,False,False,False,False,True,True,11,"navigatiesysteem, parkeersensoren achter, stoelverwarming, led koplampen, keyless entry, lane assist, panoramadak, camera 360 graden, airconditioning, cruise control, apple carplay android auto",766.81,801.7,836.58,871.46,906.35,743.9,778.78,813.66,848.55,883.43,732.44,767.33,802.21,837.09,871.97,725.56,760.45,795.33,830.21,865.1
Nieuw,mercedes-benz-a-klasse-business-solution-012,,Mercedes-Benz,A-Klasse,Business Solution,Wit,2026,Hatchback,Benzine,Handgeschakeld,5,5,136,5.9,,350,0,0,Nieuw,46540,10,True,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,6,"navigatiesysteem, adaptive cruise control, trekhaak, airconditioning, cruise control, apple carplay android auto",716.22,748.22,780.22,812.22,844.21,693.31,725.31,757.3,789.29,821.29,681.85,713.85,745.84,777.84,809.83,674.97,706.97,738.97,770.97,802.96
Nieuw,mercedes-benz-a-klasse-business-solution-013,,Mercedes-Benz,A-Klasse,Business Solution,Bruin metallic,2026,Hatchback,Benzine,Handgeschakeld,5,5,136,5.9,,350,0,0,Nieuw,46340,10,True,True,True,False,True,True,False,False,True,False,False,False,False,True,False,False,7,"parkeersensoren achter, achteruitrijcamera, keyless entry, elektrische achterklep, airconditioning, cruise control, apple carplay android auto",713.81,745.68,777.54,809.39,841.25,690.9,722.75,754.61,786.48,818.33,679.44,711.3,743.16,775.02,806.87,672.56,704.43,736.29,768.14,800.0
Nieuw,mercedes-benz-a-klasse-business-solution-014,,Mercedes-Benz,A-Klasse,Business Solution,Bruin metallic,2026,Hatchback,Benzine,Handgeschakeld,5,5,136,5.9,,350,0,0,Nieuw,45490,10,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,5,"keyless entry, lane assist, elektrische achterklep, airconditioning, apple carplay android auto",703.58,734.86,766.13,797.4,828.67,680.66,711.93,743.2,774.49,805.76,669.21,700.48,731.75,763.03,794.3,662.33,693.61,724.88,756.15,787.42
Nieuw,mercedes-benz-a-klasse-business-solution-015,,Mercedes-Benz,A-Klasse,Business Solution,Rood metallic,2026,Hatchback,Benzine,Handgeschakeld,5,5,136,5.9,,350,0,0,Nieuw,49540,10,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,False,11,"parkeersensoren achter, achteruitrijcamera, led koplampen, keyless entry, lane assist, parkeersensoren voor, adaptive cruise control, trekhaak, airconditioning, cruise control, apple carplay android auto",752.36,786.42,820.48,854.54,888.59,729.44,763.5,797.56,831.62,865.68,717.98,752.05,786.1,820.16,854.22,711.11,745.17,779.23,813.29,847.34
Nieuw,mercedes-benz-a-klasse-business-solution-016,,Mercedes-Benz,A-Klasse,Business Solution,Bruin metallic,2026,Hatchback,Benzine,Handgeschakeld,5,5,136,5.9,,350,0,0,Nieuw,47440,10,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,7,"navigatiesysteem, parkeersensoren achter, led koplampen, keyless entry, airconditioning, cruise control, apple carplay android auto",727.07,759.68,792.3,824.91,857.53,704.14,736.76,769.37,801.99,834.6,692.69,725.31,757.92,790.54,823.15,685.82,718.43,751.05,783.66,816.28
Nieuw,mercedes-benz-a-klasse-business-solution-017,,Mercedes-Benz,A-Klasse,Business Solution,Zilver metallic,2026,Hatchback,Benzine,Handgeschakeld,5,5,136,5.9,,350,0,0,Nieuw,48440,10,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,9,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, stoelverwarming, led koplampen, trekhaak, airconditioning, cruise control, apple carplay android auto",739.11,772.41,805.72,839.01,872.32,716.19,749.5,782.79,816.1,849.4,704.74,738.03,771.34,804.64,837.95,697.86,731.16,764.47,797.76,831.07
Nieuw,mercedes-benz-a-klasse-business-solution-018,,Mercedes-Benz,A-Klasse,Business Solution,Bruin metallic,2026,Hatchback,Benzine,Handgeschakeld,5,5,136,5.9,,350,0,0,Nieuw,46340,10,True,True,True,False,True,False,True,False,True,False,False,False,True,False,False,False,7,"parkeersensoren achter, stoelverwarming, keyless entry, trekhaak, airconditioning, cruise control, apple carplay android auto",713.81,745.68,777.54,809.39,841.25,690.9,722.75,754.61,786.48,818.33,679.44,711.3,743.16,775.02,806.87,672.56,704.43,736.29,768.14,800.0
Nieuw,mercedes-benz-a-klasse-business-solution-019,,Mercedes-Benz,A-Klasse,Business Solution,Rood metallic,2026,Hatchback,Benzine,Handgeschakeld,5,5,136,5.9,,350,0,0,Nieuw,46690,10,True,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,7,"parkeersensoren achter, stoelverwarming, led koplampen, trekhaak, airconditioning, cruise control, apple carplay android auto",718.04,750.13,782.23,814.33,846.43,695.11,727.21,759.31,791.42,823.51,683.66,715.76,747.86,779.96,812.05,676.79,708.88,740.98,773.08,805.18
Nieuw,mercedes-benz-a-klasse-business-solution-020,,Mercedes-Benz,A-Klasse,Business Solution,Zilver metallic,2026,Hatchback,Benzine,Handgeschakeld,5,5,136,5.9,,350,0,0,Nieuw,48040,10,True,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,7,"navigatiesysteem, parkeersensoren achter, led koplampen, parkeersensoren voor, adaptive cruise control, airconditioning, cruise control",734.29,767.32,800.35,833.37,866.4,711.37,744.4,777.43,810.46,843.48,699.92,732.94,765.97,799.0,832.03,693.04,726.07,759.1,792.12,825.15
Nieuw,mercedes-benz-c-klasse-business-solution-001,,Mercedes-Benz,C-Klasse,Business Solution,Zilver metallic,2026,Sedan,Diesel,Handgeschakeld,5,5,197,5.0,,480,0,0,Nieuw,63240,10,True,True,True,False,True,False,True,False,False,True,True,False,False,False,False,False,7,"parkeersensoren achter, stoelverwarming, lane assist, parkeersensoren voor, airconditioning, cruise control, apple carplay android auto",917.38,960.85,1004.33,1047.81,1091.29,894.45,937.94,981.41,1024.89,1068.36,883.0,926.48,969.96,1013.43,1056.91,876.13,919.6,963.08,1006.56,1050.04
Nieuw,mercedes-benz-c-klasse-business-solution-002,,Mercedes-Benz,C-Klasse,Business Solution,Zilver metallic,2026,Sedan,Diesel,Handgeschakeld,5,5,197,5.0,,480,0,0,Nieuw,64390,10,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,7,"navigatiesysteem, parkeersensoren achter, achteruitrijcamera, stoelverwarming, led koplampen, airconditioning, apple carplay android auto",931.23,975.49,1019.77,1064.03,1108.31,908.31,952.58,996.84,1041.12,1085.38,896.85,941.12,985.39,1029.65,1073.93,889.98,934.24,978.52,1022.78,1067.06
